      20     297     400
       1       6    3129     595     400
       1       6      46
       2       1      19
       3       7      50
       4       6      25
       5       3      33
       6       1      52
       7       4      36
       8       8      46
       9       3      36
      10       5      47
      11       1      22
      12       6      13
      13       2      60
      14       5      61
      15       9      16
      16       3      23
      17       1      20
      18       9      61
      19       9      11
      20       9      38
      21       5      10
      22       9      59
      23       8      33
      24       7      47
      25       3      35
      26       3      46
      27       6      60
      28       3      20
      29       4      29
      30       8      44
      31       7      16
      32       4      22
      33       9      23
      34       4       7
      35       5      46
      36       8       8
      37       7      30
      38       1      45
      39       8      62
      40       1      18
      41       8      40
      42       4      48
      43       8       7
      44       5      49
      45       2      54
      46       4      14
      47       1      16
      48       5       5
      49       9      16
      50       1      46
      51       2      10
      52       3      45
      53       2      30
      54       4       8
      55       5      59
      56       5      10
      57       9      37
      58       4      14
      59       1      44
      60       7       6
      61       6      64
      62       7      37
      63       4      40
      64       8      35
      65       4      30
      66       1      56
      67       2      19
      68       6      50
      69       9      12
      70       1      50
      71       4      21
      72       7      59
      73       7      25
      74       9      12
      75       2      27
      76       2      20
      77       1      50
      78       1      44
      79       2      14
      80       8      32
      81       7      40
      82       6      55
      83       7      35
      84       7      32
      85       1      14
      86       8      27
      87       1      47
      88       8      46
      89       9       7
      90       7      20
      91       8      36
      92       5      25
      93       5      18
      94       8      50
      95       4      40
      96       3      55
      97       4      33
      98       1       5
      99       7      21
     100       2       6
     101       8      28
     102       3      61
     103       4      63
     104       5      29
     105       5      48
     106       2      50
     107       8      29
     108       2      17
     109       1      60
     110       1       8
     111       6      38
     112       6      61
     113       7      32
     114       4      22
     115       8      25
     116       2      10
     117       6      27
     118       7       9
     119       5      20
     120       4      56
     121       2      11
     122       6      30
     123       8      41
     124       4      55
     125       1      30
     126       1      21
     127       1      44
     128       8      57
     129       3      38
     130       8      23
     131       1      38
     132       9      19
     133       8      53
     134       3      30
     135       9       6
     136       8      64
     137       4      26
     138       4      17
     139       2      34
     140       6      43
     141       9      56
     142       3      39
     143       5      56
     144       7      20
     145       4      60
     146       4      29
     147       7      50
     148       3      50
     149       6      52
     150       8      32
     151       9      40
     152       8      62
     153       6      42
     154       5      37
     155       8      23
     156       8      46
     157       6      52
     158       7      19
     159       6      37
     160       2      52
     161       8      42
     162       6      40
     163       8      47
     164       7      23
     165       3      60
     166       6      63
     167       8      21
     168       6       6
     169       3      24
     170       6      56
     171       1      22
     172       2       7
     173       8       8
     174       4      49
     175       7      24
     176       4      18
     177       1      45
     178       8      43
     179       7      48
     180       3      38
     181       9      50
     182       7      29
     183       7      19
     184       9       5
     185       4      14
     186       4      29
     187       6      49
     188       3      51
     189       1      11
     190       1       8
     191       2      42
     192       4      60
     193       8       8
     194       1      52
     195       4      63
     196       8      17
     197       7      32
     198       5      15
     199       6       6
     200       9      10
     201       6      55
     202       5      30
     203       8      26
     204       2      62
     205       9      54
     206       3      44
     207       1      55
     208       7      61
     209       6      50
     210       5      18
     211       6      36
     212       6      30
     213       3      25
     214       2      31
     215       8      16
     216       7      50
     217       1      32
     218       3      48
     219       1      13
     220       7      12
     221       9      47
     222       6      39
     223       8      56
     224       7      18
     225       9      17
     226       2      62
     227       7      58
     228       4      58
     229       5      49
     230       2      10
     231       3      59
     232       5      38
     233       2      13
     234       1      42
     235       6      36
     236       2      26
     237       4      59
     238       6      42
     239       1      47
     240       5      19
     241       9      34
     242       3      35
     243       1      41
     244       4      62
     245       5      54
     246       4       6
     247       5      16
     248       9      58
     249       5      18
     250       7      25
     251       3      49
     252       6      15
     253       6      10
     254       7      27
     255       4      55
     256       9      35
     257       3      33
     258       5      15
     259       8      12
     260       9      15
     261       5      21
     262       9      21
     263       8      10
     264       2      33
     265       5      45
     266       1      35
     267       4      31
     268       1      34
     269       5      62
     270       5      62
     271       4       6
     272       6      25
     273       1      34
     274       1      18
     275       3      56
     276       6      17
     277       5      40
     278       3      10
     279       3      57
     280       1      33
     281       3      54
     282       9      40
     283       7      31
     284       2      55
     285       3      31
     286       4      48
     287       4      19
     288       3      20
     289       3      64
     290       1      60
     291       5      47
     292       8      40
     293       3      58
     294       3      15
     295       9      39
     296       1      47
     297       3      59
     298       6       9
     299       3      12
     300       4      27
     301       9      46
     302       1      45
     303       9      61
     304       4      14
     305       3      43
     306       6      58
     307       1      62
     308       5      51
     309       7      13
     310       4      20
     311       4      36
     312       7      47
     313       4      52
     314       4      55
     315       6      45
     316       6       9
     317       5       6
     318       1      59
     319       6      35
     320       3      58
     321       7      51
     322       8      22
     323       9      56
     324       6      18
     325       1      63
     326       6      24
     327       8      26
     328       9      53
     329       7      21
     330       2      44
     331       6      25
     332       1      32
     333       9       5
     334       9      40
     335       1      32
     336       7      45
     337       5      42
     338       7      35
     339       4      25
     340       8      50
     341       6      45
     342       5      36
     343       2      31
     344       2      40
     345       9      18
     346       4      41
     347       6      36
     348       1      50
     349       2       6
     350       8      26
     351       5      64
     352       7      59
     353       3      34
     354       1      47
     355       6      58
     356       8      54
     357       3      46
     358       7      46
     359       3      40
     360       6      64
     361       2      39
     362       8      37
     363       8      45
     364       9      25
     365       8      59
     366       6      47
     367       4      44
     368       6      41
     369       4      59
     370       4      20
     371       4      48
     372       8      40
     373       2      46
     374       5      38
     375       4      63
     376       3      25
     377       5      39
     378       9      64
     379       3       8
     380       7      52
     381       8      40
     382       1      34
     383       3      28
     384       9      43
     385       9      63
     386       1      25
     387       6      54
     388       8      41
     389       4      49
     390       5       9
     391       1      61
     392       3      59
     393       3      18
     394       3      22
     395       3      33
     396       1      56
     397       4      31
     398       7      49
     399       2       6
     400       5      27
       1      17   12514     671     400
       1       7      46
       2       5      19
       3       8      50
       4       3      25
       5       9      33
       6       4      52
       7       9      36
       8       2      46
       9       1      36
      10       9      47
      11       1      22
      12       2      13
      13       9      60
      14       6      61
      15       8      16
      16       4      23
      17       3      20
      18       2      61
      19       2      11
      20       3      38
      21       1      10
      22       7      59
      23       7      33
      24       2      47
      25       5      35
      26       5      46
      27       7      60
      28       3      20
      29       1      29
      30       9      44
      31       4      16
      32       7      22
      33       9      23
      34       7       7
      35       5      46
      36       1       8
      37       4      30
      38       6      45
      39       4      62
      40       4      18
      41       4      40
      42       9      48
      43       8       7
      44       9      49
      45       9      54
      46       8      14
      47       3      16
      48       7       5
      49       7      16
      50       2      46
      51       5      10
      52       4      45
      53       8      30
      54       5       8
      55       3      59
      56       9      10
      57       6      37
      58       6      14
      59       4      44
      60       2       6
      61       5      64
      62       2      37
      63       5      40
      64       6      35
      65       6      30
      66       3      56
      67       1      19
      68       5      50
      69       1      12
      70       5      50
      71       4      21
      72       1      59
      73       3      25
      74       4      12
      75       4      27
      76       4      20
      77       1      50
      78       4      44
      79       7      14
      80       6      32
      81       9      40
      82       6      55
      83       8      35
      84       1      32
      85       9      14
      86       4      27
      87       5      47
      88       7      46
      89       1       7
      90       1      20
      91       4      36
      92       8      25
      93       1      18
      94       9      50
      95       3      40
      96       6      55
      97       6      33
      98       3       5
      99       3      21
     100       8       6
     101       6      28
     102       5      61
     103       1      63
     104       9      29
     105       5      48
     106       3      50
     107       5      29
     108       5      17
     109       3      60
     110       5       8
     111       1      38
     112       4      61
     113       9      32
     114       1      22
     115       4      25
     116       9      10
     117       1      27
     118       9       9
     119       8      20
     120       2      56
     121       8      11
     122       2      30
     123       9      41
     124       5      55
     125       6      30
     126       6      21
     127       4      44
     128       8      57
     129       9      38
     130       1      23
     131       5      38
     132       3      19
     133       6      53
     134       9      30
     135       4       6
     136       6      64
     137       6      26
