      50    1200     200
       1      10     438      87     200
       1       7      56
       2       9      29
       3       6      60
       4       5      35
       5       3      43
       6       4      62
       7       8      46
       8       7      56
       9       4      46
      10       1      57
      11       8      32
      12       8      23
      13       4      70
      14       6      71
      15       7      26
      16       7      33
      17       4      30
      18       7      71
      19       2      21
      20       9      48
      21       2      20
      22       1      69
      23       7      43
      24       9      57
      25       5      45
      26       2      56
      27       9      70
      28       2      30
      29       1      39
      30       4      54
      31       8      26
      32       6      32
      33       7      33
      34       9      17
      35       2      56
      36       6      18
      37       2      40
      38       8      55
      39       4      72
      40       1      28
      41       9      50
      42       5      58
      43       8      17
      44       4      59
      45       8      64
      46       7      24
      47       3      26
      48       4      15
      49       4      26
      50       2      56
      51       2      20
      52       7      55
      53       3      40
      54       9      18
      55       3      69
      56       9      20
      57       6      47
      58       8      24
      59       5      54
      60       7      16
      61       1      74
      62       5      47
      63       1      50
      64       9      45
      65       9      40
      66       6      66
      67       5      29
      68       6      60
      69       6      22
      70       4      60
      71       3      31
      72       3      69
      73       6      35
      74       8      22
      75       6      37
      76       5      30
      77       5      60
      78       6      54
      79       4      24
      80       2      42
      81       3      50
      82       8      65
      83       4      45
      84       1      42
      85       8      24
      86       9      37
      87       9      57
      88       2      56
      89       2      17
      90       3      30
      91       2      46
      92       4      35
      93       2      28
      94       5      60
      95       9      50
      96       3      65
      97       3      43
      98       6      15
      99       5      31
     100       2      16
     101       1      38
     102       7      71
     103       5      73
     104       2      39
     105       8      58
     106       4      60
     107       3      39
     108       4      27
     109       1      70
     110       8      18
     111       1      48
     112       1      71
     113       8      42
     114       9      32
     115       5      35
     116       9      20
     117       6      37
     118       2      19
     119       4      30
     120       9      66
     121       2      21
     122       5      40
     123       1      51
     124       2      65
     125       2      40
     126       6      31
     127       9      54
     128       2      67
     129       9      48
     130       5      33
     131       3      48
     132       3      29
     133       4      63
     134       3      40
     135       8      16
     136       2      74
     137       5      36
     138       1      27
     139       5      44
     140       3      53
     141       5      66
     142       1      49
     143       4      66
     144       3      30
     145       2      70
     146       2      39
     147       8      60
     148       7      60
     149       4      62
     150       8      42
     151       6      50
     152       7      72
     153       9      52
     154       4      47
     155       9      33
     156       5      56
     157       3      62
     158       9      29
     159       3      47
     160       2      62
     161       6      52
     162       9      50
     163       1      57
     164       8      33
     165       2      70
     166       9      73
     167       3      31
     168       4      16
     169       7      34
     170       1      66
     171       6      32
     172       5      17
     173       9      18
     174       1      59
     175       6      34
     176       1      28
     177       7      55
     178       7      53
     179       5      58
     180       3      48
     181       1      60
     182       8      39
     183       6      29
     184       3      15
     185       2      24
     186       2      39
     187       4      59
     188       7      61
     189       1      21
     190       9      18
     191       2      52
     192       6      70
     193       9      18
     194       5      62
     195       9      73
     196       5      27
     197       8      42
     198       4      25
     199       5      16
     200       9      20
       1      34    1120     148     200
       1       8      56
       2       2      29
       3       9      60
       4       1      35
       5       1      43
       6       3      62
       7       9      46
       8       6      56
       9       5      46
      10       7      57
      11       7      32
      12       1      23
      13       4      70
      14       6      71
      15       3      26
      16       3      33
      17       6      30
      18       3      71
      19       3      21
      20       1      48
      21       2      20
      22       1      69
      23       8      43
      24       6      57
      25       7      45
      26       7      56
      27       1      70
      28       9      30
      29       3      39
      30       3      54
      31       8      26
      32       7      32
      33       7      33
      34       5      17
      35       2      56
      36       5      18
      37       8      40
      38       3      55
      39       4      72
      40       8      28
      41       2      50
      42       6      58
      43       8      17
      44       6      59
      45       7      64
      46       9      24
      47       6      26
      48       5      15
      49       1      26
      50       4      56
      51       4      20
      52       5      55
      53       2      40
      54       9      18
      55       8      69
      56       8      20
      57       7      47
      58       2      24
      59       7      54
      60       3      16
      61       4      74
      62       3      47
      63       5      50
      64       7      45
      65       6      40
      66       8      66
      67       1      29
      68       3      60
      69       3      22
      70       5      60
      71       3      31
      72       7      69
      73       9      35
      74       2      22
      75       5      37
      76       2      30
      77       1      60
      78       7      54
      79       5      24
      80       8      42
      81       9      50
      82       6      65
      83       7      45
      84       6      42
      85       8      24
      86       5      37
      87       5      57
      88       7      56
      89       9      17
      90       4      30
      91       5      46
      92       6      35
      93       2      28
      94       5      60
      95       2      50
      96       1      65
      97       8      43
      98       5      15
      99       1      31
     100       3      16
     101       2      38
     102       9      71
     103       9      73
     104       8      39
     105       9      58
     106       1      60
     107       7      39
     108       3      27
     109       1      70
     110       4      18
     111       9      48
     112       6      71
     113       6      42
     114       8      32
     115       5      35
     116       6      20
     117       3      37
     118       9      19
     119       3      30
     120       4      66
     121       7      21
     122       8      40
     123       2      51
     124       6      65
     125       3      40
     126       2      31
     127       6      54
     128       1      67
     129       6      48
     130       3      33
     131       2      48
     132       9      29
     133       7      63
     134       8      40
     135       7      16
     136       3      74
     137       4      36
     138       5      27
     139       7      44
     140       5      53
     141       3      66
     142       9      49
     143       5      66
     144       6      30
     145       8      70
     146       7      39
     147       2      60
     148       7      60
     149       2      62
     150       3      42
     151       4      50
