[ Info: ga250a-3
[ Info: DisjunctiveCut(FatKnapsackCut(), L1Norm(), PureDisjunctiveCut(), true, true, false, true)
[ Info: Dict{String, Any}("solver" => "CPLEX")
[ Info: Dict{String, Any}("solver" => "CPLEX")
   Iter:    1 | LB:       0.0000 | UB:   1983.0000 | Gap:   100.00% 
   Iter:    2 | LB: 1001006.0000 | UB:   1983.0000 | Gap: -50379.37% 
Iter:    1 | LB: -249999800.0000 | UB: 333134.0000 | Gap: 75144.817% | Time: (M:   2.29, S:   6.58) | Elapsed:   8.87
   Iter:    1 | LB:       0.0000 | UB: 112494.0000 | Gap:   100.00% 
   Iter:    2 | LB:  112494.0000 | UB: 112494.0000 | Gap:     0.00% 
Iter:    2 | LB: -4631376.0000 | UB: 288271.0000 | Gap: 1706.605% | Time: (M:   2.30, S:   6.91) | Elapsed:   9.78
   Iter:    1 | LB:       0.0000 | UB:    331.3790 | Gap:   100.00% 
   Iter:    2 | LB:       0.3261 | UB:    202.0913 | Gap:    99.84% 
   Iter:    3 | LB:       0.9000 | UB:     66.9482 | Gap:    98.66% 
   Iter:    4 | LB:       0.9444 | UB:     38.9225 | Gap:    97.57% 
   Iter:    5 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:    6 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:    7 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:    8 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:    9 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   10 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   11 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   12 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   13 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   14 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   15 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   16 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   17 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   18 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   19 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   20 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   21 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   22 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   23 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   24 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   25 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   26 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   27 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   28 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   29 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   30 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   31 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   32 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   33 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   34 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   35 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   36 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   37 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   38 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   39 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   40 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   41 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   42 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   43 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   44 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   45 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   46 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   47 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   48 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   49 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
   Iter:   50 | LB:       0.9706 | UB:     31.4357 | Gap:    96.91% 
Iter:    3 | LB:  252777.4088 | UB: 263393.2825 | Gap:    4.030% | Time: (M:   2.30, S:  11.67) | Elapsed:  14.54
   Iter:    1 | LB:       0.0000 | UB:    253.4546 | Gap:   100.00% 
   Iter:    2 | LB:       0.2033 | UB:    134.3647 | Gap:    99.85% 
   Iter:    3 | LB:       0.5466 | UB:     46.5296 | Gap:    98.83% 
   Iter:    4 | LB:       0.6667 | UB:     33.2020 | Gap:    97.99% 
   Iter:    5 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:    6 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:    7 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:    8 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:    9 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   10 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   11 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   12 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   13 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   14 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   15 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   16 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   17 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   18 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   19 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   20 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   21 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   22 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   23 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   24 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
   Iter:   25 | LB:       0.8000 | UB:     33.2020 | Gap:    97.59% 
